listing_id,y_clean,y_orig
1398234,90,90
1398326,0,0
1403635,0,0
1404828,0,0
1407633,3,3
1513777,0,0
1521335,0,0
1524017,42,42
1530386,1,1
1533652,43,43
1534212,83,83
1408406,0,0
1411811,60,0
1421933,0,0
1437044,0,0
1438870,32,0
1440363,47,47
1442450,0,0
1444400,16,16
1449263,0,0
1457505,0,0
1458987,3,0
1549413,37,37
1551044,0,0
1555491,0,0
1559912,0,0
1566326,0,0
1578103,0,0
1581579,33,33
1584619,0,0
1589248,0,0
1591811,34,34
1596314,0,0
1604488,16,0
1604489,0,0
1617443,0,0
1617488,76,75
1621235,20,0
1623431,20,0
1461965,2,2
1466552,2,2
1762852,0,0
1763209,0,0
1766846,29,0
1776732,8,8
1778810,0,0
1780748,9,9
1781052,0,0
1782667,0,0
1788989,0,0
1628156,20,20
1635088,0,0
1640995,48,47
1645181,19,19
1645667,35,35
1646910,0,0
1649957,20,20
1654551,0,0
1654929,3,3
1655550,74,74
1656585,37,37
1656621,55,0
1793091,31,31
1793104,20,20
1793411,0,0
1797025,16,15
1798500,21,21
1801130,0,0
1810640,0,0
1813681,0,0
1817510,0,0
1820858,0,0
1825949,0,0
1668328,12,12
1669149,2,2
1670517,19,19
1672977,32,32
1673040,46,46
1682258,0,0
1688914,85,85
1693028,0,0
1696381,27,25
1702032,0,0
1702533,0,0
1702781,3,3
1704560,0,0
1707850,9,9
1716640,0,0
1717058,5,5
1717215,0,0
1717226,21,21
1722101,6,6
1826701,30,30
1831227,6,0
1832120,0,0
1835367,0,0
1839231,0,0
1846580,3,3
1853765,0,0
1855846,3,3
1856027,0,0
1856803,0,0
1864061,0,0
1724731,2,2
1725295,0,0
1727923,0,0
1865336,0,0
1865884,0,0
1870228,0,0
1876511,14,14
1876811,18,18
1876969,0,0
1885714,23,22
1886240,0,0
1886294,0,0
1886820,21,21
1891118,0,0
1891274,0,0
1728625,0,0
1729286,0,0
1731245,6,6
1731365,0,0
1734724,0,0
1739847,0,0
1741745,0,0
1893225,6,6
1897447,0,0
1898110,0,0
1901154,1,1
1901357,0,0
1903198,0,0
1906604,0,0
1914185,0,0
1914231,6,6
1918693,56,56
1921859,24,24
1742654,52,52
1744709,0,0
1745358,1,1
1753671,28,28
1754876,0,0
1924645,0,0
1925224,0,0
1929321,0,0
1929540,0,0
1932110,20,20
1932491,0,0
1934444,0,0
1934765,0,0
1934804,34,34
1935175,0,0
1935302,31,31
1936633,27,11
1755844,3,3
1758391,0,0
1759154,76,74
1759526,0,0
1971540,0,0
1974700,47,47
1975069,0,0
1975999,0,0
1976123,0,0
1979127,34,33
1979506,0,0
1979579,0,0
1979848,0,0
1981590,3,3
1939106,0,0
1941435,47,0
1941439,21,20
1943394,20,0
1944155,2,2
1944891,0,0
1945115,0,0
1948494,25,25
1950603,0,0
1952271,39,37
1953928,1,1
1984378,0,0
1984390,0,0
1984486,0,0
1985022,0,0
1987627,0,0
1988823,16,0
1954653,0,0
1956467,0,0
1956677,21,0
1958765,19,19
1959024,0,0
1960045,0,0
1961361,0,0
1965766,0,0
1970697,0,0
2106706,0,0
2108237,0,0
2111336,0,0
1989731,0,0
1989838,0,0
2000576,74,74
2003807,0,0
2008122,0,0
2111422,0,0
2112142,35,35
2115773,38,0
2115784,0,0
2116940,0,0
2118102,0,0
2119582,6,6
2122613,0,0
2124536,0,0
2127382,0,0
2127713,0,0
2015168,76,76
2017397,0,0
2022126,0,0
2022920,0,0
2022938,53,53
2022958,0,0
2023357,0,0
2026869,0,0
2028291,3,3
2028432,6,6
2028677,9,9
2031495,0,0
2033224,0,0
2041041,81,81
2042764,0,0
2043060,0,0
2128464,0,0
2132248,0,0
2134052,0,0
2134697,62,62
2135754,0,0
2135766,0,0
2137111,0,0
2141635,0,0
2142092,0,0
2145599,74,74
2149184,0,0
2150727,0,0
2151259,0,0
2043329,0,0
2044873,0,0
2044889,28,28
2046225,0,0
2048796,0,0
2049322,0,0
2050406,0,0
2050993,0,0
2051013,0,0
2051352,16,16
2053940,21,0
2151479,26,26
2151558,51,51
2153153,25,12
2154075,85,85
2158171,0,0
2165107,0,0
2165933,76,76
2171821,2,2
2178294,0,0
2182899,0,0
2183423,0,0
2183430,0,0
2055467,0,0
2055559,0,0
2057295,0,0
2057403,0,0
2057480,0,0
2060275,0,0
2060768,0,0
2061811,0,0
2062630,0,0
2065538,6,0
2069359,40,40
2070290,0,0
2075526,0,0
2079686,0,0
2081177,0,0
2082670,0,0
2185842,0,0
2186138,0,0
2186452,0,0
2187682,46,46
2194038,0,0
2194382,0,0
2201581,0,0
2202858,0,0
2203154,0,0
2204672,0,0
2208545,0,0
2209835,17,16
2083547,0,0
2083749,90,90
2084817,0,0
2087663,0,0
2088389,0,0
2089273,0,0
2089492,0,0
2089712,0,0
2092827,83,83
2093064,46,46
2093304,45,45
2094213,0,0
2095959,0,0
2096581,0,0
2210663,0,0
2211028,0,0
2214689,0,0
2216470,0,0
2219294,0,0
2220959,0,0
2222886,9,0
2227377,0,0
2228296,0,0
2228840,0,0
2231814,0,0
2238300,0,0
2238435,0,0
2240661,0,0
2098030,2,0
2100887,0,0
2101710,0,0
2102542,0,0
2103480,0,0
2104588,0,0
2106662,0,0
2261367,3,3
2262868,0,0
2243266,0,0
2243321,0,0
2243548,0,0
2243699,0,0
2243769,0,0
