listing_id,y_clean,y_orig
1398234,89,89
1398326,0,0
1403635,0,0
1404828,0,0
1407633,3,3
1513777,0,0
1521335,0,0
1524017,42,42
1530386,1,1
1533652,55,31
1534212,77,77
1408406,0,0
1411811,55,0
1421933,0,0
1437044,0,0
1438870,3,0
1440363,45,45
1442450,0,0
1444400,2,1
1449263,0,0
1457505,30,30
1458987,3,0
1549413,66,66
1551044,0,0
1555491,0,0
1559912,0,0
1566326,0,0
1578103,0,0
1581579,63,63
1584619,0,0
1589248,0,0
1591811,60,60
1596314,0,0
1604488,29,0
1604489,17,17
1617443,5,5
1617488,89,58
1621235,20,0
1623431,20,0
1461965,32,32
1466552,3,3
1762852,0,0
1763209,0,0
1766846,35,0
1776732,5,5
1778810,0,0
1780748,9,9
1781052,0,0
1782667,0,0
1788989,0,0
1628156,34,34
1635088,0,0
1640995,75,44
1645181,34,34
1645667,62,62
1646910,0,0
1649957,20,20
1654551,0,0
1654929,3,3
1655550,87,87
1656585,21,21
1656621,47,0
1793091,39,39
1793104,48,48
1793411,0,0
1797025,46,45
1798500,21,21
1801130,0,0
1810640,0,0
1813681,0,0
1817510,0,0
1820858,0,0
1825949,0,0
1668328,35,35
1669149,2,2
1670517,20,20
1672977,50,50
1673040,76,76
1682258,0,0
1688914,89,89
1693028,0,0
1696381,56,24
1702032,0,0
1702533,0,0
1702781,3,3
1704560,0,0
1707850,9,6
1716640,0,0
1717058,7,7
1717215,0,0
1717226,21,21
1722101,7,4
1826701,0,0
1831227,6,0
1832120,0,0
1835367,0,0
1839231,0,0
1846580,3,3
1853765,0,0
1855846,3,3
1856027,0,0
1856803,0,0
1864061,0,0
1724731,2,1
1725295,0,0
1727923,0,0
1865336,0,0
1865884,0,0
1870228,0,0
1876511,22,22
1876811,29,29
1876969,0,0
1885714,23,15
1886240,0,0
1886294,0,0
1886820,21,21
1891118,0,0
1891274,0,0
1728625,0,0
1729286,0,0
1731245,6,6
1731365,0,0
1734724,0,0
1739847,0,0
1741745,0,0
1893225,6,4
1897447,30,30
1898110,0,0
1901154,3,3
1901357,0,0
1903198,0,0
1906604,0,0
1914185,0,0
1914231,6,6
1918693,62,61
1921859,24,24
1742654,75,75
1744709,0,0
1745358,2,1
1753671,29,29
1754876,0,0
1924645,0,0
1925224,0,0
1929321,0,0
1929540,0,0
1932110,20,20
1932491,0,0
1934444,0,0
1934765,0,0
1934804,35,35
1935175,0,0
1935302,61,61
1936633,34,0
1755844,3,3
1758391,0,0
1759154,74,74
1759526,0,0
1971540,0,0
1974700,63,63
1975069,0,0
1975999,0,0
1976123,0,0
1979127,56,28
1979506,0,0
1979579,0,0
1979848,0,0
1981590,19,19
1939106,0,0
1941435,17,0
1941439,43,12
1943394,28,0
1944155,9,1
1944891,0,0
1945115,1,0
1948494,24,24
1950603,0,0
1952271,58,58
1953928,2,1
1984378,0,0
1984390,0,0
1984486,11,11
1985022,0,0
1987627,0,0
1988823,45,0
1954653,0,0
1956467,0,0
1956677,21,0
1958765,47,47
1959024,0,0
1960045,0,0
1961361,0,0
1965766,0,0
1970697,0,0
2106706,0,0
2108237,0,0
2111336,0,0
1989731,0,0
1989838,0,0
2000576,89,89
2003807,0,0
2008122,0,0
2111422,0,0
2112142,25,25
2115773,68,0
2115784,0,0
2116940,0,0
2118102,0,0
2119582,0,0
2122613,0,0
2124536,0,0
2127382,0,0
2127713,0,0
2015168,88,88
2017397,0,0
2022126,0,0
2022920,0,0
2022938,76,76
2022958,0,0
2023357,0,0
2026869,0,0
2028291,3,3
2028432,6,6
2028677,9,9
2031495,0,0
2033224,0,0
2041041,80,54
2042764,0,0
2043060,0,0
2128464,0,0
2132248,0,0
2134052,0,0
2134697,46,46
2135754,0,0
2135766,0,0
2137111,0,0
2141635,0,0
2142092,0,0
2145599,79,79
2149184,0,0
2150727,0,0
2151259,0,0
2043329,0,0
2044873,0,0
2044889,57,57
2046225,0,0
2048796,0,0
2049322,0,0
2050406,0,0
2050993,0,0
2051013,0,0
2051352,46,46
2053940,21,0
2151479,49,49
2151558,80,80
2153153,30,0
2154075,89,89
2158171,0,0
2165107,0,0
2165933,89,89
2171821,2,2
2178294,0,0
2182899,0,0
2183423,0,0
2183430,0,0
2055467,0,0
2055559,0,0
2057295,0,0
2057403,0,0
2057480,0,0
2060275,0,0
2060768,0,0
2061811,0,0
2062630,0,0
2065538,6,0
2069359,30,30
2070290,0,0
2075526,0,0
2079686,0,0
2081177,0,0
2082670,0,0
2185842,0,0
2186138,0,0
2186452,0,0
2187682,50,50
2194038,0,0
2194382,0,0
2201581,0,0
2202858,0,0
2203154,0,0
2204672,0,0
2208545,0,0
2209835,46,15
2083547,0,0
2083749,89,89
2084817,0,0
2087663,0,0
2088389,0,0
2089273,0,0
2089492,0,0
2089712,0,0
2092827,84,84
2093064,15,15
2093304,60,60
2094213,0,0
2095959,0,0
2096581,0,0
2210663,0,0
2211028,0,0
2214689,0,0
2216470,0,0
2219294,0,0
2220959,0,0
2222886,9,0
2227377,0,0
2228296,0,0
2228840,0,0
2231814,0,0
2238300,0,0
2238435,0,0
2240661,0,0
2098030,2,0
2100887,0,0
2101710,0,0
2102542,0,0
2103480,0,0
2104588,0,0
2106662,0,0
2261367,3,2
2262868,0,0
2243266,0,0
2243321,0,0
2243548,0,0
2243699,0,0
2243769,0,0
2246112,0,0
2248580,0,0
2249464,1,0
2249928,0,0
2250790,21,14
2251009,0,0
2254388,0,0
2254817,43,43
2255549,75,75
2267177,47,47
2271504,0,0
2257064,0,0
2257080,0,0
2259719,0,0
2260029,0,0
2261018,0,0
2519770,0,0
2521670,0,0
2529085,0,0
2529842,0,0
2530057,0,0
2531865,0,0
2532068,0,0
2538248,7,7
2551299,0,0
2271792,0,0
2272739,0,0
2273733,0,0
2274084,0,0
2281142,0,0
2281147,76,76
2282085,0,0
2283143,0,0
2284454,0,0
2284484,0,0
2284670,6,6
2291507,0,0
2292366,0,0
2294594,0,0
2294663,0,0
2296024,5,5
2297029,0,0
2552606,0,0
2554110,0,0
2563764,0,0
2569466,0,0
2569808,47,35
2570561,0,0
2571224,0,0
2571283,0,0
2574386,0,0
2578731,0,0
2582812,0,0
2584131,0,0
2584498,6,6
2298731,47,47
2298759,0,0
2299633,0,0
2301258,0,0
2303583,0,0
2309363,0,0
2310008,0,0
2310594,30,29
2314392,0,0
2329047,0,0
2333141,0,0
2586556,1,0
2586923,17,0
2592533,0,0
2592640,0,0
2593478,77,77
2598087,0,0
2599591,0,0
2599963,0,0
2607583,46,46
2612035,0,0
2619549,0,0
2619802,0,0
2334411,16,0
2339096,0,0
2346106,0,0
2349737,5,5
2350883,0,0
2356082,0,0
2362306,0,0
2620068,70,70
2620837,0,0
2620856,0,0
2627940,0,0
2629613,30,30
2636396,0,0
2636532,16,16
2637533,89,89
2641540,0,0
2645558,0,0
2365792,0,0
2367089,0,0
2373238,76,76
2385779,3,3
2392814,0,0
2400614,44,0
2404708,57,57
2405505,0,0
2649068,0,0
2653186,0,0
2658349,0,0
2659448,89,89
2659477,0,0
2659732,88,88
2663296,0,0
2669352,20,20
2670522,0,0
2677779,2,2
2683387,4,4
2684223,0,0
2410819,0,0
2425222,0,0
2425871,0,0
2432545,0,0
2432622,1,1
2435198,71,71
2440173,0,0
2440357,73,73
2446430,60,0
